0,73.07836
1,72.998505
2,64.94696
3,59.78921
4,35.515125
5,32.94176
6,30.806427
7,26.35022
8,31.821459
9,36.89869
10,48.279636
11,48.239594
12,48.04006
13,56.516083
14,64.87694
15,94.12981
16,96.31704
17,104.03269
18,104.03269
19,101.0589
20,99.274445
21,92.1257
22,92.091125
23,93.738815
24,94.92883
25,99.121605
26,99.766426
27,100.177124
28,101.71564
29,101.76336
30,101.93386
31,101.93386
32,101.93387
33,101.93387
34,101.92116
35,101.913216
36,101.66927
37,101.53366
38,101.04947
39,101.112816
40,101.15281
41,101.29547
42,101.13092
43,101.026764
44,98.36152
45,96.8042
46,91.35688
47,91.25922
48,91.18953
49,91.03251
50,91.09346
51,91.30569
52,91.612
53,91.82815
54,92.58266
55,92.398865
56,92.26926
57,91.71939
58,91.64996
59,91.40807
60,91.38364
61,91.36624
62,91.293465
63,91.284775
64,91.27891
65,91.2963
66,91.35688
67,91.35688
68,91.35688
69,91.35688
70,92.818924
71,93.81765
72,97.32803
73,97.968636
74,98.385765
75,99.86496
76,99.86496
77,99.86496
78,99.852356
79,99.84426
80,99.815475
81,99.85332
82,99.87758
83,99.93868
84,99.92251
85,99.852356
86,99.84426
87,99.815475
88,99.828094
89,99.83618
90,99.86496
91,99.86496
92,99.86496
93,99.86496
94,99.81455
95,99.78216
96,99.704765
97,99.729065
98,99.790276
99,99.774086
100,99.716484
101,99.716484
102,99.741684
103,99.75788
104,99.80288
105,99.79478
106,99.765976
107,99.75338
108,99.74527
109,99.716484
110,99.716484
111,97.80769
112,96.51116
113,91.97048
114,91.97048
115,91.86038
116,91.78235
117,91.144875
118,90.88246
119,90.14158
120,90.26423
121,90.69054
122,90.934906
123,91.10889
124,91.715
125,91.6783
126,91.652275
127,91.56157
128,91.32974
129,91.16406
130,91.23773
131,91.695595
132,99.44716
133,103.713615
134,116.10465
135,108.432106
136,105.6236
137,86.188484
138,97.70909
139,106.675156
140,123.27371
141,120.10849
142,109.78359
143,107.98908
144,106.9328
145,102.980255
146,102.90151
147,102.61936
148,102.61936
149,102.53025
150,102.47494
151,102.18789
152,102.13238
153,101.87036
154,101.83061
155,101.68853
156,101.87926
157,101.99824
158,102.39827
159,102.382454
160,102.32583
161,102.32583
162,102.21143
163,102.14005
164,101.872116
165,101.86417
166,101.81037
167,101.794464
168,101.737625
