0,147.87907
1,142.79564
2,144.06691
3,142.38708
4,142.01129
5,148.4291
6,148.77756
7,147.61166
8,147.61166
9,147.2978
10,147.39342
11,146.98141
12,146.98558
13,139.08237
14,141.23512
15,128.22452
16,136.85333
17,137.72821
18,150.09012
19,142.7026
20,145.10619
21,134.1643
22,133.51117
23,133.50313
24,133.3528
25,133.42078
26,134.31488
27,134.32327
28,132.53426
29,133.08606
30,133.116
31,134.12637
32,134.48615
33,134.49641
34,135.12451
35,134.76192
36,134.76033
37,135.0812
38,135.1153
39,137.78886
40,137.78218
41,139.41675
42,139.41675
43,143.94196
44,143.38824
45,149.30453
46,149.24028
47,128.97748
48,133.82681
49,80.72395
50,83.73417
51,87.65427
52,117.81076
53,124.56515
54,149.07973
55,149.07973
56,149.0292
57,149.04906
58,148.95042
59,148.96445
60,148.86192
61,148.88408
62,148.81241
63,148.7835
64,148.79442
65,148.75854
66,148.78024
67,148.77208
68,151.94089
69,150.3225
70,153.91809
71,148.97223
72,151.66653
73,145.44931
74,145.40933
75,145.64703
76,145.5516
77,145.57315
78,145.44937
79,145.45673
80,145.45508
81,145.48665
82,145.48175
83,145.51033
84,145.4883
85,145.4932
86,145.41324
87,145.42451
88,145.44582
89,145.42653
90,145.54076
91,145.54076
92,145.4967
93,145.5065
94,145.34656
95,145.36897
96,145.23515
97,145.35263
98,145.32736
99,145.50188
100,145.497
101,145.43008
102,145.45119
103,145.32712
104,145.32712
105,145.30511
106,145.30983
107,145.25914
108,145.26385
109,145.23515
110,152.40463
111,149.0806
112,150.01093
113,155.00449
114,146.66092
115,150.97876
116,149.11343
117,154.00278
118,150.77516
119,152.80533
120,164.20657
121,151.5904
122,144.8031
123,168.23744
124,158.20267
125,158.20267
126,149.57231
127,159.23555
128,146.59738
129,146.96332
130,145.32712
131,145.84746
132,145.72845
133,146.70305
134,146.62088
135,127.97534
136,130.7067
137,76.7675
138,76.7675
139,85.66489
140,95.16043
141,138.1207
142,138.4863
143,142.51819
144,143.81694
145,136.20078
146,136.7732
147,136.77325
148,137.25636
149,137.27026
150,136.56807
151,136.56807
152,136.12914
153,136.13617
154,136.01996
155,136.02785
156,136.54524
157,136.55681
158,135.73892
159,136.2873
160,136.29114
161,137.1879
162,137.01216
163,137.01596
164,136.7327
165,136.7047
166,136.70508
167,137.02405
168,137.02087
169,138.14258
170,138.13002
171,138.95975
172,138.2312
173,138.27014
174,137.13344
175,136.92273
176,136.92719
177,137.44315
178,137.4393
179,138.78305
180,138.49016
181,138.50403
182,138.2522
183,138.24573
184,138.55254
185,138.55254
186,138.70966
187,138.70317
188,139.15714
189,139.14677
190,139.06691
191,139.09085
192,138.48145
193,138.55992
194,138.55676
195,139.27107
196,139.2456
197,140.13013
198,139.18532
199,139.25497
200,137.81996
201,138.23167
202,138.22034
203,139.3269
204,139.30502
205,140.00899
206,140.20413
207,140.19067
208,140.47482
209,138.38516
210,138.57382
211,142.10332
212,141.7491
213,150.53882
214,148.4461
215,149.29129
216,156.83524
217,150.09903
218,158.33417
219,149.43813
220,160.69455
221,148.8393
222,148.75975
223,148.7898
224,148.71999
225,148.70918
226,148.74507
227,148.71613
228,148.72694
229,148.66934
230,148.6774
231,148.59975
232,148.61841
233,148.55542
234,148.55542
235,143.18732
236,144.63013
237,136.89128
238,136.89198
239,136.82397
240,137.7891
241,137.7812
242,139.9098
243,139.87502
244,140.80022
245,140.83653
246,140.83344
247,140.88551
248,148.01843
249,146.19077
250,154.14073
251,154.20338
252,154.65016
253,154.18906
254,154.81516
255,154.81516
256,155.51845
257,154.84084
258,154.56224
259,155.62471
260,154.31566
261,152.24792
262,153.75241
263,151.01105
264,151.11281
265,150.70938
266,150.79607
267,150.58798
268,150.58798
269,150.53099
270,150.55904
271,150.39682
272,150.44159
273,150.32834
274,150.26407
275,150.29446
276,150.2016
277,150.20828
278,150.16936
279,150.17934
280,150.1531
281,150.1531
282,150.1388
283,150.14542
284,150.10646
285,150.11636
286,150.0758
287,150.08237
288,150.06485
289,150.04337
290,150.05318
291,150.02692
292,150.01259
293,150.0191
294,150.00156
295,149.9944
296,149.99763
297,149.97453
298,149.98102
299,149.95631
300,149.95955
301,149.95078
302,149.95078
303,149.95078
304,149.95078
305,149.95078
306,149.95078
307,149.93645
308,149.94289
309,149.92531
310,154.048
311,151.3957
312,150.90479
313,154.70284
314,148.36417
315,148.36417
316,148.63205
317,148.53453
318,143.05197
319,144.67703
320,136.74222
321,136.74133
322,137.49567
323,137.03787
324,137.05121
325,135.70073
326,135.7099
327,134.67427
328,134.67427
329,135.69131
330,135.71956
331,136.83575
332,136.85239
333,136.15314
334,136.15338
335,136.53142
336,136.6922
337,136.69083
338,136.7693
339,136.77264
340,136.47643
341,136.5672
342,136.56645
343,136.71443
344,137.52295
345,137.51738
346,138.12685
347,138.15973
348,137.13344
349,136.81055
350,136.81778
351,136.29279
352,137.02023
353,137.02
354,138.1073
355,138.10985
356,137.99942
357,138.19833
358,138.19206
359,138.885
360,138.86969
361,139.20737
362,139.22168
363,138.85379
364,138.85379
365,137.31136
366,137.40607
367,135.44925
368,135.46008
369,136.38466
370,136.44742
371,136.44696
372,137.31454
373,137.31123
374,138.6455
375,138.64026
376,138.8361
377,138.8361
378,136.92104
379,137.04898
380,136.71085
381,136.84541
382,144.99052
383,144.38095
384,149.05316
385,149.70686
386,149.43208
387,150.22841
388,157.21837
389,151.60248
390,158.09082
391,148.16858
392,157.93132
393,146.18594
394,145.84543
395,147.25053
396,147.39072
397,146.80713
398,146.80713
399,147.55742
400,147.33185
401,148.18079
402,148.21092
403,148.10207
404,142.50461
405,143.95502
406,133.06749
407,133.18623
408,118.643166
409,113.18419
410,69.47393
411,69.47393
412,82.99353
413,97.66001
414,141.36337
415,141.65921
416,137.75223
417,137.79439
418,136.43974
419,136.1195
420,136.12357
421,136.7451
422,136.76106
423,138.6058
424,138.6058
425,138.75584
426,138.74951
427,138.79126
428,138.80058
429,138.52414
430,138.52385
431,138.53477
432,137.92278
433,137.9509
434,136.988
435,134.4415
436,134.58539
437,130.40865
438,130.45444
439,131.43895
440,131.26364
441,131.25319
442,130.36566
443,130.33157
444,129.21255
445,129.21255
446,129.13089
447,129.12274
448,128.5354
449,128.49335
450,128.00893
451,128.06851
452,129.02852
453,129.46957
454,129.51788
455,129.98038
456,129.94672
457,128.96707
458,128.96707
459,129.03601
460,129.04332
461,128.74829
462,128.70529
463,130.54361
464,130.99925
465,136.40303
466,138.67569
467,138.67148
468,140.70421
469,140.85197
470,138.88913
471,138.45319
472,138.475
473,137.80199
474,137.392
475,137.40556
476,137.55275
477,137.5467
478,138.80072
479,139.13017
480,139.11523
481,139.60902
482,139.34276
483,139.35912
484,139.06725
485,139.062
486,139.22383
487,138.30084
488,138.35551
489,136.87306
490,136.87375
491,137.63628
492,137.62933
493,138.92444
494,138.92444
495,138.64546
496,138.65932
497,137.92648
498,137.93828
499,137.45953
500,137.17061
501,137.17836
502,136.19124
503,136.20123
504,136.19507
505,136.20905
506,137.62198
507,137.62198
508,138.21045
509,138.19666
510,138.55678
511,138.58624
512,137.74805
513,137.71265
514,137.71368
515,137.05171
516,137.07181
517,136.09021
518,134.26712
519,134.32668
520,131.00372
521,131.26942
522,131.28888
523,131.20796
524,131.17946
525,129.80466
526,129.7912
527,129.45703
528,129.45703
529,129.16777
530,129.14087
531,128.64519
532,128.66034
533,128.94655
534,129.50107
535,129.56345
536,130.52625
537,130.51213
538,130.5077
539,130.544
540,131.36005
541,131.36005
542,131.0492
543,131.03091
544,130.35437
545,130.35036
546,130.64929
547,130.68472
548,131.49808
549,131.08966
550,131.06712
551,137.34433
552,137.91666
553,148.21277
554,148.21277
555,144.6315
556,145.56741
557,139.42126
558,139.52826
559,138.68054
560,138.6565
561,140.25102
562,140.06294
563,140.07675
564,139.80066
565,139.23895
566,139.27603
567,138.42809
568,138.37819
569,138.38019
570,137.53014
571,137.5643
572,137.0573
573,137.05666
574,138.21411
575,138.3707
576,138.36516
577,138.6058
578,137.95789
579,137.98856
580,136.77348
581,136.77716
582,136.4581
583,136.01976
584,136.02614
585,135.62344
586,135.62723
587,136.18237
588,136.18237
589,136.81071
590,136.81123
591,137.56523
592,137.57336
593,137.501
594,137.49533
595,138.01735
596,137.25354
597,137.28412
598,136.61774
599,136.61906
600,137.5318
601,137.60245
602,137.60071
603,137.71205
604,139.91818
605,139.85123
606,143.94974
